id,game_version,rva,status,name,source,notes
1174,1.5.1164953,0x007A671C,verified,luaopen_debug,phase8-fix-a@2026-05-21,"luaopen_debug(L). lualibs[] entry 7 — ""debug"" → luaopen_debug."
1175,1.5.1164953,0x012DA578,verified,luaopen_base,phase8-fix-a@2026-05-21,"luaopen_base(L). lualibs[] entry 0 — empty name maps to luaopen_base in linit.c. Calls base_open then luaL_register on co_funcs."
1176,1.5.1164953,0x012DAC38,verified,luaopen_string,phase8-fix-a@2026-05-21,"luaopen_string(L). lualibs[] entry 5 — ""string"" → luaopen_string."
1177,1.5.1164953,0x012DAF40,verified,luaopen_package,phase8-fix-a@2026-05-21,"luaopen_package(L). lualibs[] entry 1 — ""package"" → luaopen_package. Inlines luaL_newmetatable at entry."
1178,1.5.1164953,0x019DFD0C,verified,luaopen_os,phase8-fix-a@2026-05-21,"luaopen_os(L). lualibs[] entry 4 — ""os"" → luaopen_os. CryEngine os library has only {time, clock}; rest stripped."
1179,1.5.1164953,0x003B70F0,verified,luaopen_io,phase8-fix-a@2026-05-21,"luaopen_io(L). lualibs[] entry 3 — ""io"" → luaopen_io. STUBBED: this RVA is a 3-byte `ret 0` thunk; CryEngine disabled Lua's io library wholesale."
1180,1.5.1164953,0x0071DD7C,verified,index2adr,phase8-fix-a@2026-05-21,"index2adr(L, idx) -> TValue*. Internal lapi.c helper (NOT a public LUA_API); target of lua_pcall's first call. Resolves a stack index (positive/negative/pseudo) to a TValue pointer. Useful for advanced kcdx-internal work where direct stack manipulation is needed."
1181,1.5.1164953,0x0071A628,verified,luaD_pcall,phase8-fix-a@2026-05-21,"luaD_pcall(L, func, u, old_top, ef) -> int. Internal ldo.c helper; thin wrapper around luaD_rawrunprotected with the error-handling cold path (luaF_close + luaD_seterrorobj). Called from lua_pcall + lua_cpcall + lua_load."
1182,1.5.1164953,0x0071A6A8,verified,luaD_rawrunprotected,phase8-fix-a@2026-05-21,"luaD_rawrunprotected(L, f, ud) -> int. Internal ldo.c helper; sets up the LUAI_TRY (setjmp/longjmp) frame and runs f(L, ud) inside it. Calls Windows amd64 _setjmp at 0x1d938e3."
1183,1.5.1164953,0x039934B4,verified,luaL_addstring,phase8-fix-a@2026-05-21,"luaL_addstring(B, s). Identified by JMP-scan: only function in WHGame.dll that tail-jumps to luaL_addlstring (0xB9D8E4). Body: inline strlen (or r8,-1; inc r8; cmp byte [rdx+r8], 0; jne) then jmp luaL_addlstring. No-frame leaf function (absent from .pdata) — start RVA derived by walking backward from the E9 JMP through the CC pad."
1184,1.5.1164953,0x0399838C,verified,luaO_pushvfstring,phase8-fix-a@2026-05-21,"luaO_pushvfstring(L, fmt, va_list) -> const char*. Internal lobject.c helper (NOT LUA_API). Called from lua_pushfstring's body at site 0x399316B (after inlined luaC_checkGC + va_list setup). Plugin shim that wants lua_pushvfstring should call this directly and handle the GC check manually (lua_pushvfstring's only meaningful wrapper logic is the luaC_checkGC + this call)."
1185,1.5.1164953,0x0071F1F8,verified,lua_topointer,phase8-fix-a@2026-05-21,"lua_topointer(L, idx) -> const void*. Body matches the source switch-on-ttype: index2adr; then cmp ttype against LIGHTUSERDATA (2) → tail-jmp to lua_touserdata; else cmp against TABLE/FUNCTION/THREAD (5/6/7) → return [rax] (the GC pointer). Default returns NULL. Function lives between lua_setmetatable and other small lapi.c functions."
1186,1.5.1164953,0x0071E7C0,verified,lua_settable,phase8-fix-a@2026-05-21,"lua_settable(L, idx). Body matches source: index2adr to get t; compute L->top-2 and L->top-1; call luaV_settable (0x71CCF0) with (L, t, L->top-2, L->top-1); L->top -= 2. The 4-arg internal call after stack-pointer arithmetic is the lua_settable signature."
1187,1.5.1164953,0x0399614C,verified,luaG_runerror,phase8-fix-a@2026-05-21,"luaG_runerror(L, fmt, ...). Internal ldebug.c error-message constructor (NOT LUA_API). Body matches source: saves variadic args; checks G(L)->storedebug flag at [g+0x22]; if set calls luaO_pushvfstring(L, fmt, argp); else calls luaO_pushfstring(L, ""[Error] Lua error..."") — the storedebug-dispatch is CryEngine-specific (vendor/lua/luaconf.h adds storedebug for memory-saving debug suppression)."
1188,1.5.1164953,0x03998368,verified,luaO_pushfstring,phase8-fix-a@2026-05-21,"luaO_pushfstring(L, fmt, ...). Internal lobject.c varargs wrapper around luaO_pushvfstring. Body: save varargs to home space, lea r8=va_list_start, tail-call luaO_pushvfstring. Used by luaG_runerror's no-debug-info path."
1189,1.5.1164953,0x014492A8,verified,lua_newstate,phase8-fix-a@2026-05-21,"lua_newstate(allocf, ud) -> lua_State*. PGO-fused with luaL_newstate — accepts no allocator argument (callers pass xor ecx, edx, r8d) and directly calls l_alloc (0x71E2B0). Body matches lstate.c::lua_newstate exactly: allocates 0x268 bytes (= sizeof(LG)), initializes g->storedebug=1 at +0x22, gcpause/gcstepmul=200 at +0x90/+0x94, totalbytes=0x268 at +0x78, mainthread=L at +0xb0, L->l_G=g at +0x20; final call is luaD_rawrunprotected(L, f_luaopen, NULL) at 0x014493F0. Sole caller is CScriptSystem::Init (0x1448F38)."
1190,1.5.1164953,0x01449600,verified,luaL_openlibs,phase8-fix-a@2026-05-21,"luaL_openlibs(L). Sole xref to the static lualibs[] table at .rdata RVA 0x3B8B200 (NOT 0x3B8B210 — table actually starts 16 bytes earlier with the {"""", luaopen_base} entry). Body is the canonical 3-call loop: lua_pushcclosure (0xB9D11C) + lua_pushstring (0x71EF54) + lua_call (0x144965C) per entry. The lualibs reference is at instr RVA 0x144960A inside this function."
1191,1.5.1164953,0x00F77CA4,verified,f_luaopen,phase8-fix-a@2026-05-21,"f_luaopen(L, ud). Static helper inside lua_newstate. Computed from lea rdx, [rip - 0x4d174c] at 0x014493E9 immediately before call luaD_rawrunprotected. Builds the initial state: stack_init, gt(L)=luaH_new(L,0,2), registry=luaH_new(L,0,2), luaS_resize(L, MINSTRTABSIZE), luaT_init, luaX_init, luaS_fix(luaS_newliteral(L, ""not enough memory"")). NOT LUA_API — internal."
1192,1.5.1164953,0x0071E2B0,verified,l_alloc,phase8-fix-a@2026-05-21,"l_alloc(ud, ptr, osize, nsize) -> void*. Default CryEngine Lua allocator. Unique direct-callee of lua_newstate (0x14492A8). Body matches lua_Alloc signature: nsize==0 → free; otherwise heap-alloc via 0x71E1B0 (CryEngine heap function). NOT LUA_API — internal allocator hook."
1193,1.5.1164953,0x039936D0,verified,luaL_checkudata,phase8-fix-a@2026-05-21,"luaL_checkudata(L, ud, tname) -> void*. Body matches lauxlib.c:124 exactly: lua_touserdata(L,1) → null check → lua_getmetatable(L,1) → zero check → lua_getfield(L, LUA_REGISTRYINDEX=0xFFFFD8F0, tname) → lua_rawequal(L,-2,-1) → zero check → lua_settop(L,-3) → return p; error tail: luaL_typerror(L,1,tname). LUA_REGISTRYINDEX immediate (0xFFFFD8F0) at 0x3993707 confirms identification. One caller (0x39979a0)."
1194,1.5.1164953,0x03B8AF70,verified,CScriptSystem_vtable,phase8-fix-a@2026-05-21,"CScriptSystem vtable RVA in .rdata. 69 slots from 0x3B8AF70..0x3B8B198. Slot [6] is 0x4D46E4 (CScriptSystem::ExecuteBuffer — the CryEngine-side caller of lua_pcall). Slots [12]/[13] both call lua_createtable (0x71F098). Slot [5]=ExecuteFile, [6]=ExecuteBuffer, [13]=CreateTable per muyuanjin's IScriptSystem.h notes. 2 xrefs total: ctor 0x1448E60 and dtor 0x39AD63C."
1195,1.5.1164953,0x01448E60,verified,CScriptSystem_ctor,phase8-fix-a@2026-05-21,"CScriptSystem constructor. Writes vtable 0x3B8AF70 to [rcx], second vtable 0x3B8AF50 (4-slot base-class adjustor subobject) to [rcx+8]; zeroes member slots at +0x40/+0x48/+0x50/+0x60/+0x68; calls CryEngine helper at 0x3F820C; allocates internal buffers via 0x50B994 / 0x4FDA6C (CryMemoryManager wiring). Single xref site: 0x01448DFC."
1196,1.5.1164953,0x01448F38,verified,CScriptSystem_Init,phase8-fix-a@2026-05-21,"CScriptSystem::Init — the Lua-boot parent function. Sole caller of both lua_newstate (0x14492A8) and luaL_openlibs (0x1449600). Sequence: malloc(0x40)+ctor of helper struct → virtual call on parent system → lua_newstate → stores L on instance and globals → SETS storedebug=0 (CryEngine memory-save; overrides the default storedebug=1 from lua_newstate) → luaL_openlibs → 3 CryEngine extension lib registrars (0x1449698, 0x1449410, 0x1449584). The boot anchor for kcdx's post-Lua-init hook."
1197,1.5.1164953,0x039AD63C,verified,CScriptSystem_dtor,phase8-fix-a@2026-05-21,"CScriptSystem destructor. Writes vtable back to [rcx] and [rcx+8] then tears down owned subsystems. Calls lua_close (0x39989A4) at site 0x39AD6E2 when [rdi+0x10] (the stored lua_State*) is non-null."
1198,1.5.1164953,0x039989A4,verified,lua_close,phase8-fix-a@2026-05-21,"lua_close(L). Body matches lstate.c source exactly: loads G(L)->mainthread via [L+0x20]+[g+0xB0] (the L = G(L)->mainthread reassignment); calls luaF_close (0x1565018) with rdx=L->stack; calls luaC_separateudata (0xFEABA8) with edx=1; resets L->ci=L->base_ci+L->base=L->top=L->ci->base+L->nCcalls=0; runs the do-while callallgcTM loop via luaD_rawrunprotected (0x71A6A8); tail-jumps to close_state (0x39987B4). Sole caller is CScriptSystem dtor at site 0x39AD6E2."
1199,1.5.1164953,0x00B9CCB8,verified,lua_replace,phase8-fix-a@2026-05-21,"lua_replace(L, idx). Body-shape + cold-path string anchor verified. Hot path: cmp idx == LUA_ENVIRONINDEX (0xFFFFD8EF); call index2adr (0x71DD7C); cmp idx == LUA_ENVIRONINDEX again; setobj-from-L->top-1 to o; cmp idx < LUA_GLOBALSINDEX (upvalue check) + barrier call; L->top -= 16. Cold path: ""no calling environment"" string at .rdata RVA 0x4086D70 reached by cold-path lea+luaG_runerror tail-call (0x399614C). Barrier slow-path call to luaC_barrierf (0x3997070)."
1200,1.5.1164953,0x0071D118,verified,luaL_ref,phase8-fix-a@2026-05-21,"luaL_ref(L, t) -> int. Body matches lauxlib.c source: loads LUA_REGISTRYINDEX immediate (0xFFFFD8F0) into r15d; uses index2adr (0x71DD7C); uses internal helper 0x71DF0C for array indexing; reads freelist head from registry, copies stack-top value into freelist slot, returns the int ref. Discovered via CryEngine extension lib registrar at 0x14495C4 which calls it after lua_pushcclosure to store the C function in the registry."
1201,1.5.1164953,0x039987B4,verified,close_state,phase8-fix-a@2026-05-21,"close_state(L). Internal lstate.c helper called by lua_close at tail. Body: saves G(L) into rbp; calls luaF_close with L->stack; iterates string-table buckets freeing TString chains via 0x720338; frees buff/stack/base_ci via luaM_realloc_ (0x71E258); final tail-jmp via g->frealloc with rcx=g->ud, rdx=L, r8d=0x268 — CONFIRMS sizeof(LG)=0x268 in this build. NOT LUA_API."
1202,1.5.1164953,0x03997070,verified,luaC_barrierf,phase8-fix-a@2026-05-21,"luaC_barrierf(L, o, v) — GC write barrier slow-path. Internal helper (NOT LUA_API). Reached from lua_replace's env-index barrier slow path at 0x228B6F7. Any shim stub that writes a GC pointer (lua_pushthread, lua_replace, lua_settable for GC values) must call this — without it incremental GC can free live objects."
1203,1.5.1164953,0x01565018,verified,luaF_close,phase8-fix-a@2026-05-21,"luaF_close(L, level). Internal lfunc.c helper (NOT LUA_API). Called by lua_close to close all upvalues for the thread. Plugin stubs that need to close upvalues over a stack range (rare; mostly relevant if a plugin implements its own coroutine-like construct) can call this directly."
1204,1.5.1164953,0x00FEABA8,verified,luaC_separateudata,phase8-fix-a@2026-05-21,"luaC_separateudata(L, all). Internal lgc.c helper (NOT LUA_API). Called by lua_close with all=1 to separate userdata that have GC metamethods (so their __gc handlers can fire)."
1205,1.5.1164953,0x0071E258,verified,luaM_realloc_,phase8-fix-a@2026-05-21,"luaM_realloc_(L, block, osize, nsize) -> void*. Internal lmem.c reallocator (NOT LUA_API). Routes all Lua memory management through g->frealloc. Used by close_state for array frees; also by lua_load (which we already have at 0x13E14D8) for ZIO buffer management."
