id,game_version,rva,status,name,source,notes,signature
1172,1.5.1164953,0x009299AC,verified,luaopen_math,verified,"luaopen_math(L). lualibs[] entry 6 — ""math"" → luaopen_math; first call in this function inlines luaI_openlib and walks through luaL_findtable/lua_getfield/lua_type/lua_settop/lua_pushvalue/lua_setfield/lua_remove/lua_insert/lua_pushcclosure.","i32 (ptr L)"
1173,1.5.1164953,0x00D815A4,verified,luaopen_table,verified,"luaopen_table(L). lualibs[] entry 2 — ""table"" → luaopen_table.","i32 (ptr L)"
1174,1.5.1164953,0x007A671C,verified,luaopen_debug,verified,"luaopen_debug(L). lualibs[] entry 7 — ""debug"" → luaopen_debug.","i32 (ptr L)"
1175,1.5.1164953,0x012DA578,verified,luaopen_base,verified,"luaopen_base(L). lualibs[] entry 0 — empty name maps to luaopen_base in linit.c. Calls base_open then luaL_register on co_funcs.","i32 (ptr L)"
1176,1.5.1164953,0x012DAC38,verified,luaopen_string,verified,"luaopen_string(L). lualibs[] entry 5 — ""string"" → luaopen_string.","i32 (ptr L)"
1177,1.5.1164953,0x012DAF40,verified,luaopen_package,verified,"luaopen_package(L). lualibs[] entry 1 — ""package"" → luaopen_package. Inlines luaL_newmetatable at entry.","i32 (ptr L)"
1178,1.5.1164953,0x019DFD0C,verified,luaopen_os,verified,"luaopen_os(L). lualibs[] entry 4 — ""os"" → luaopen_os. CryEngine os library has only {time, clock}; rest stripped.","i32 (ptr L)"
1179,1.5.1164953,0x003B70F0,verified,luaopen_io,verified,"luaopen_io(L). lualibs[] entry 3 — ""io"" → luaopen_io. STUBBED: this RVA is a 3-byte `ret 0` thunk; CryEngine disabled Lua's io library wholesale.","i32 (ptr L)"
1180,1.5.1164953,0x0071DD7C,verified,index2adr,verified,"index2adr(L, idx) -> TValue*. Internal lapi.c helper (NOT a public LUA_API); target of lua_pcall's first call. Resolves a stack index (positive/negative/pseudo) to a TValue pointer. Useful for advanced kcdx-internal work where direct stack manipulation is needed.","ptr (ptr L, i32 idx)"
1181,1.5.1164953,0x0071A628,verified,luaD_pcall,verified,"luaD_pcall(L, func, u, old_top, ef) -> int. Internal ldo.c helper; thin wrapper around luaD_rawrunprotected with the error-handling cold path (luaF_close + luaD_seterrorobj). Called from lua_pcall + lua_cpcall + lua_load.","i32 (ptr L, ptr func, ptr u, i64 old_top, i64 ef)"
1182,1.5.1164953,0x0071A6A8,verified,luaD_rawrunprotected,verified,"luaD_rawrunprotected(L, f, ud) -> int. Internal ldo.c helper; sets up the LUAI_TRY (setjmp/longjmp) frame and runs f(L, ud) inside it. Calls Windows amd64 _setjmp at 0x1d938e3.","i32 (ptr L, ptr f, ptr ud)"
1183,1.5.1164953,0x039934B4,verified,luaL_addstring,verified,"luaL_addstring(B, s). Identified by JMP-scan: only function in WHGame.dll that tail-jumps to luaL_addlstring (0xB9D8E4). Body: inline strlen (or r8,-1; inc r8; cmp byte [rdx+r8], 0; jne) then jmp luaL_addlstring. No-frame leaf function (absent from .pdata) — start RVA derived by walking backward from the E9 JMP through the CC pad.","void (ptr B, cstr s)"
1184,1.5.1164953,0x0399838C,verified,luaO_pushvfstring,verified,"luaO_pushvfstring(L, fmt, va_list) -> const char*. Internal lobject.c helper (NOT LUA_API). Called from lua_pushfstring's body at site 0x399316B (after inlined luaC_checkGC + va_list setup). Plugin shim that wants lua_pushvfstring should call this directly and handle the GC check manually (lua_pushvfstring's only meaningful wrapper logic is the luaC_checkGC + this call).","cstr (ptr L, cstr fmt, ptr argp)"
1185,1.5.1164953,0x0071F1F8,verified,lua_topointer,verified,"lua_topointer(L, idx) -> const void*. Body matches the source switch-on-ttype: index2adr; then cmp ttype against LIGHTUSERDATA (2) → tail-jmp to lua_touserdata; else cmp against TABLE/FUNCTION/THREAD (5/6/7) → return [rax] (the GC pointer). Default returns NULL. Function lives between lua_setmetatable and other small lapi.c functions.","ptr (ptr L, i32 idx)"
1186,1.5.1164953,0x0071E7C0,verified,lua_settable,verified,"lua_settable(L, idx). Body matches source: index2adr to get t; compute L->top-2 and L->top-1; call luaV_settable (0x71CCF0) with (L, t, L->top-2, L->top-1); L->top -= 2. The 4-arg internal call after stack-pointer arithmetic is the lua_settable signature.","void (ptr L, i32 idx)"
1187,1.5.1164953,0x0399614C,verified,luaG_runerror,verified,"luaG_runerror(L, fmt, ...). Internal ldebug.c error-message constructor (NOT LUA_API). Body matches source: saves variadic args; checks G(L)->storedebug flag at [g+0x22]; if set calls luaO_pushvfstring(L, fmt, argp); else calls luaO_pushfstring(L, ""[Error] Lua error..."") — the storedebug-dispatch is CryEngine-specific (vendor/lua/luaconf.h adds storedebug for memory-saving debug suppression).",""
1188,1.5.1164953,0x03998368,verified,luaO_pushfstring,verified,"luaO_pushfstring(L, fmt, ...). Internal lobject.c varargs wrapper around luaO_pushvfstring. Body: save varargs to home space, lea r8=va_list_start, tail-call luaO_pushvfstring. Used by luaG_runerror's no-debug-info path.",""
1189,1.5.1164953,0x014492A8,verified,lua_newstate,verified,"lua_newstate(allocf, ud) -> lua_State*. PGO-fused with luaL_newstate — accepts no allocator argument (callers pass xor ecx, edx, r8d) and directly calls l_alloc (0x71E2B0). Body matches lstate.c::lua_newstate exactly: allocates 0x268 bytes (= sizeof(LG)), initializes g->storedebug=1 at +0x22, gcpause/gcstepmul=200 at +0x90/+0x94, totalbytes=0x268 at +0x78, mainthread=L at +0xb0, L->l_G=g at +0x20; final call is luaD_rawrunprotected(L, f_luaopen, NULL) at 0x014493F0. Sole caller is CScriptSystem::Init (0x1448F38).",""
1190,1.5.1164953,0x01449600,verified,luaL_openlibs,verified,"luaL_openlibs(L). Sole xref to the static lualibs[] table at .rdata RVA 0x3B8B200 (NOT 0x3B8B210 — table actually starts 16 bytes earlier with the {"""", luaopen_base} entry). Body is the canonical 3-call loop: lua_pushcclosure (0xB9D11C) + lua_pushstring (0x71EF54) + lua_call (0x144965C) per entry. The lualibs reference is at instr RVA 0x144960A inside this function. ENTRY AOB (verified .text-unique against the binary, EXACTLY 1 match at this RVA): '48 89 5C 24 08 57 48 83 EC 20 48 8B F9 48 8D 1D' — 16 bytes, zero wildcards (mov [rsp+8],rbx; push rdi; sub rsp,0x20; mov rdi,rcx; + the lea rbx,[rip+disp32] opcode triplet, slice ending before the variable disp32). Entry-hooked by nobody, so the prologue stays pristine for a by-name pattern scan. Used by test-plugins/cap-33-author-targets as the §36 pattern-by-name target.","void (ptr L)"
1191,1.5.1164953,0x00F77CA4,verified,f_luaopen,verified,"f_luaopen(L, ud). Static helper inside lua_newstate. Computed from lea rdx, [rip - 0x4d174c] at 0x014493E9 immediately before call luaD_rawrunprotected. Builds the initial state: stack_init, gt(L)=luaH_new(L,0,2), registry=luaH_new(L,0,2), luaS_resize(L, MINSTRTABSIZE), luaT_init, luaX_init, luaS_fix(luaS_newliteral(L, ""not enough memory"")). NOT LUA_API — internal.","void (ptr L, ptr ud)"
1192,1.5.1164953,0x0071E2B0,verified,l_alloc,verified,"l_alloc(ud, ptr, osize, nsize) -> void*. Default CryEngine Lua allocator. Unique direct-callee of lua_newstate (0x14492A8). Body matches lua_Alloc signature: nsize==0 → free; otherwise heap-alloc via 0x71E1B0 (CryEngine heap function). NOT LUA_API — internal allocator hook.","ptr (ptr ud, ptr block, u64 osize, u64 nsize)"
1193,1.5.1164953,0x039936D0,verified,luaL_checkudata,verified,"luaL_checkudata(L, ud, tname) -> void*. Body matches lauxlib.c:124 exactly: lua_touserdata(L,1) → null check → lua_getmetatable(L,1) → zero check → lua_getfield(L, LUA_REGISTRYINDEX=0xFFFFD8F0, tname) → lua_rawequal(L,-2,-1) → zero check → lua_settop(L,-3) → return p; error tail: luaL_typerror(L,1,tname). LUA_REGISTRYINDEX immediate (0xFFFFD8F0) at 0x3993707 confirms identification. One caller (0x39979a0).","ptr (ptr L, i32 ud, cstr tname)"
1194,1.5.1164953,0x03B8AF70,verified,CScriptSystem_vtable,verified,"CScriptSystem vtable RVA in .rdata. 69 slots from 0x3B8AF70..0x3B8B198. Slot [6] is 0x4D46E4 (CScriptSystem::ExecuteBuffer — the CryEngine-side caller of lua_pcall). Slots [12]/[13] both call lua_createtable (0x71F098). Slot [5]=ExecuteFile, [6]=ExecuteBuffer, [13]=CreateTable per a predecessor KCD project's IScriptSystem.h notes. 2 xrefs total: ctor 0x1448E60 and dtor 0x39AD63C.",""
1195,1.5.1164953,0x01448E60,verified,CScriptSystem_ctor,verified,"CScriptSystem constructor. Writes vtable 0x3B8AF70 to [rcx], second vtable 0x3B8AF50 (4-slot base-class adjustor subobject) to [rcx+8]; zeroes member slots at +0x40/+0x48/+0x50/+0x60/+0x68; calls CryEngine helper at 0x3F820C; allocates internal buffers via 0x50B994 / 0x4FDA6C (CryMemoryManager wiring). Single xref site: 0x01448DFC.",""
1196,1.5.1164953,0x01448F38,verified,CScriptSystem_Init,verified,"CScriptSystem::Init — the Lua-boot parent function. Sole caller of both lua_newstate (0x14492A8) and luaL_openlibs (0x1449600). Sequence: malloc(0x40)+ctor of helper struct → virtual call on parent system → lua_newstate → stores L on instance and globals → SETS storedebug=0 (CryEngine memory-save; overrides the default storedebug=1 from lua_newstate) → luaL_openlibs → 3 CryEngine extension lib registrars (0x1449698, 0x1449410, 0x1449584). The boot anchor for kcdx's post-Lua-init hook.",""
1197,1.5.1164953,0x039AD63C,verified,CScriptSystem_dtor,verified,"CScriptSystem destructor. Writes vtable back to [rcx] and [rcx+8] then tears down owned subsystems. Calls lua_close (0x39989A4) at site 0x39AD6E2 when [rdi+0x10] (the stored lua_State*) is non-null.",""
1198,1.5.1164953,0x039989A4,verified,lua_close,verified,"lua_close(L). Body matches lstate.c source exactly: loads G(L)->mainthread via [L+0x20]+[g+0xB0] (the L = G(L)->mainthread reassignment); calls luaF_close (0x1565018) with rdx=L->stack; calls luaC_separateudata (0xFEABA8) with edx=1; resets L->ci=L->base_ci+L->base=L->top=L->ci->base+L->nCcalls=0; runs the do-while callallgcTM loop via luaD_rawrunprotected (0x71A6A8); tail-jumps to close_state (0x39987B4). Sole caller is CScriptSystem dtor at site 0x39AD6E2.","void (ptr L)"
1199,1.5.1164953,0x00B9CCB8,verified,lua_replace,verified,"lua_replace(L, idx). Body-shape + cold-path string anchor verified. Hot path: cmp idx == LUA_ENVIRONINDEX (0xFFFFD8EF); call index2adr (0x71DD7C); cmp idx == LUA_ENVIRONINDEX again; setobj-from-L->top-1 to o; cmp idx < LUA_GLOBALSINDEX (upvalue check) + barrier call; L->top -= 16. Cold path: ""no calling environment"" string at .rdata RVA 0x4086D70 reached by cold-path lea+luaG_runerror tail-call (0x399614C). Barrier slow-path call to luaC_barrierf (0x3997070).","void (ptr L, i32 idx)"
1200,1.5.1164953,0x0071D118,verified,luaL_ref,verified,"luaL_ref(L, t) -> int. Body matches lauxlib.c source: loads LUA_REGISTRYINDEX immediate (0xFFFFD8F0) into r15d; uses index2adr (0x71DD7C); uses internal helper 0x71DF0C for array indexing; reads freelist head from registry, copies stack-top value into freelist slot, returns the int ref. Discovered via CryEngine extension lib registrar at 0x14495C4 which calls it after lua_pushcclosure to store the C function in the registry.","i32 (ptr L, i32 t)"
1201,1.5.1164953,0x039987B4,verified,close_state,verified,"close_state(L). Internal lstate.c helper called by lua_close at tail. Body: saves G(L) into rbp; calls luaF_close with L->stack; iterates string-table buckets freeing TString chains via 0x720338; frees buff/stack/base_ci via luaM_realloc_ (0x71E258); final tail-jmp via g->frealloc with rcx=g->ud, rdx=L, r8d=0x268 — CONFIRMS sizeof(LG)=0x268 in this build. NOT LUA_API.","void (ptr L)"
1202,1.5.1164953,0x03997070,verified,luaC_barrierf,verified,"luaC_barrierf(L, o, v) — GC write barrier slow-path. Internal helper (NOT LUA_API). Reached from lua_replace's env-index barrier slow path at 0x228B6F7. Any shim stub that writes a GC pointer (lua_pushthread, lua_replace, lua_settable for GC values) must call this — without it incremental GC can free live objects.","void (ptr L, ptr o, ptr v)"
1203,1.5.1164953,0x01565018,verified,luaF_close,verified,"luaF_close(L, level). Internal lfunc.c helper (NOT LUA_API). Called by lua_close to close all upvalues for the thread. Plugin stubs that need to close upvalues over a stack range (rare; mostly relevant if a plugin implements its own coroutine-like construct) can call this directly.","void (ptr L, ptr level)"
1204,1.5.1164953,0x00FEABA8,verified,luaC_separateudata,verified,"luaC_separateudata(L, all). Internal lgc.c helper (NOT LUA_API). Called by lua_close with all=1 to separate userdata that have GC metamethods (so their __gc handlers can fire).","u64 (ptr L, i32 all)"
1205,1.5.1164953,0x0071E258,verified,luaM_realloc_,verified,"luaM_realloc_(L, block, osize, nsize) -> void*. Internal lmem.c reallocator (NOT LUA_API). Routes all Lua memory management through g->frealloc. Used by close_state for array frees; also by lua_load (which we already have at 0x13E14D8) for ZIO buffer management.","ptr (ptr L, ptr block, u64 osize, u64 nsize)"
1206,1.5.1164953,0x004614A0,verified,CCryPak_FOpen,verified,"ICryPak::FOpen(const char* pName, const char* szMode, unsigned nFlags) -> FILE*-like handle (null on miss). Engine-wide open-by-path resolver; all file opens (read+write) route through it. __fastcall member: rcx=this(ICryPak*), rdx=pName, r8=szMode, r9d=nFlags(u32). this = *(gEnv+0x50) (gEnv_pCryPak id 1207); also reachable as ICryPak vtable slot 36 (offset +0x120) — slot empirically probed against the binary (a WriteCachePak caller calls *(vtable+0x120); decompiled body is FOpen), not assumed from a CryEngine header. Vtable RVA 0x03A95FA8 via RTTI .?AVCCryPak@@ COL 0x1841758C0. Verified against the binary: body does path strlen + 0x800 cap + mode-string parse; a body-wide stack-arg analysis confirms 4-arg fastcall, flags 32-bit; 12+ call sites pass (path, mode rb/wb/ab/wt/w+b, flags); sibling slots +0x148 FWrite, +0x1B8 FClose.","ptr (ptr this, cstr pName, cstr szMode, u32 nFlags)"
1207,1.5.1164953,0x0492B850,verified,gEnv_pCryPak,verified,"Static pointer slot gEnv->pCryPak (ICryPak*). RVA = gEnv (id 1010, 0x0492B800) + 0x50. Deref for the ICryPak instance; *pCryPak is the CCryPak vtable (RVA 0x03A95FA8); FOpen at vtable+0x120 (CCryPak_FOpen id 1206). Offset 0x50 confirmed against the real build: DAT_18492b850 is the global 350+ functions deref to call FOpen, == gEnv+0x50; consistent with seed-1010 verified offsets pGame+0x90 / pConsole+0xA8 and env.h field order. See docs/mod-loader-absorb.md.",""
3100,1.5.1164953,0x00DA104C,verified,ModManager_Select,verified,"wh::C_ModManager SELECTION driver (FUN_180da104c) — the mod-loader absorb hook target. __fastcall void(C_ModManager* this) — this-only, void return (a body-wide stack-arg analysis shows the prologue reads only [rcx+0x18/0x20/0x30/0x38] member fields, no incoming stack arg). Stage 1 of the engine mod-load: clears the enabled list (this+0x30..0x38) + scanned list (this+0x18..0x20), Steam-workshop scan, alphabetical mods/ scan (FUN_180da1178), per-mod manifest validate (FUN_18243e7b8, 0x70 stride), mod_order.txt select+order (FUN_180da1294); fallback enables all scanned in scan order if no mod_order.txt. Invoked synchronously from the ctor FUN_180da0eb0; reached by DIRECT call from CSystem::Init (FUN_1807a6c64 @ 0x1807A76FE), NOT in any vtable. LIVE-CONFIRMED against the binary: a detour at this RVA fired from the worker thread BEFORE CSystem::Init completed mod selection — worker-thread install is in time for the narrow takeover. See docs/mod-loader-absorb.md.","void (ptr this)"
3101,1.5.1164953,0x00DA0EB0,verified,ModManager_ctor,verified,"wh::C_ModManager ctor/factory (FUN_180da0eb0). ABI: undefined8* (undefined8* outResult /*rcx*/, CSystem* sys /*rdx*/, CryString* modsDir /*r8*/) — 3-arg fastcall. Allocates a 0x68-byte C_ModManager, sets vptr=wh::C_ModManager::vftable, stores sys at +8 and modsDir at +0x10, zero-inits the mod lists (+0x18..+0x58), registers console cmd wh_mod_GenerateReport, then calls the SELECTION driver FUN_180da104c (id 3100). The object is stored into CSystem at the mod-manager registry slot (CSystem+0x2B30) so stage 2 + downstream find it. Reached by direct call from CSystem::Init @ 0x1807A76FE. Confirmed against the binary by a capstone E8-sweep (the Ghidra xref DB showed 0 refs — inner workers dispatch via member-fn-ptr std::function). See docs/mod-loader-absorb.md.","ptr (ptr outResult, ptr sys, ptr modsDir)"
3102,1.5.1164953,0x004D9058,verified,ModManager_Mount,verified,"wh::C_ModManager MOUNT driver (FUN_1804d9058) — stage 2 of the engine mod-load. ABI: void(C_ModManager* modMgr /*rcx*/, CryString* modsDir /*rdx*/) — 2-arg fastcall. Constructs a std::_Func_impl_no_alloc<lambda, void, wh::I_Mod const&> (the per-mod OpenPacks lambda FUN_181ddc920) then iterates the ENABLED wh::I_Mod list (modMgr+0x30) invoking the lambda per mod. The lambda gets the pak system via *(*(modMgr+8 /*=CSystem*/)+0x228) and calls OpenPacks (pak-mgr vtable slot +0x48 = slot 9, the wildcard plural mount) with (modDataDir, '<modPath>/*.pak', 0x10400, 0). Called once from CSystem::Init @ 0x1807A7F1C, later than the ctor (separated by unrelated engine init). The narrow takeover does NOT detour this — kcdx populates the enabled list in its order and lets this native MOUNT run verbatim (so localization/table-patch/mod.cfg passes are not silently dropped). Capstone E8-sweep confirmed. See docs/mod-loader-absorb.md.","void (ptr modMgr, ptr modsDir)"
3103,1.5.1164953,0x00DA1294,verified,ModManager_ReadModOrder,verified,"wh::C_ModManager mod_order.txt reader / selection driver (FUN_180da1294). ABI: undefined1(C_ModManager* this /*rcx*/) -> bool (1 if mod_order.txt opened, else 0). Opens <modsDir>/mod_order.txt via the shared CCryFile helper FUN_1804605bc at nFlags 0x10006; on hit reads it line-by-line (strips '#' comments, trims), matches each line against the scanned-mod records (this+0x18..0x20, stride 0x70), appends matches to the enabled list (this+0x30) IN FILE ORDER, logs '[Mod] %d mods enabled'. => mod_order.txt line order == enabled-list order == mount order. This is the INPUT the absorb subsumes: kcdx reads mod_order.txt as the vanilla baseline ordering, merges kcdx-plugins/ + [load_order] on top, and writes the resolved order back to BOTH load_order.toml and mod_order.txt. See docs/mod-loader-absorb.md.","u8 (ptr this)"
3104,1.5.1164953,0x0243E7B8,verified,ModManager_ParseManifest,verified,"wh::C_ModManager per-mod mod.manifest parse + version-gate (FUN_18243e7b8, image-base 0x180000000 + RVA 0x243E7B8). ABI: (modRecord* /*rcx*/). Reads mod.manifest (string @0x183DBE180), validates the modid + the <version>/game-version gate (version-string comparisons in sibling FUN_182440c6c). Owns error strings '[Mod] %s not found', 'Mod %s has invalid ModId', '[Mod] %s has bad format', '[Mod] %s has no version restrictions in manifest'. Populates the 0x70-byte I_Mod record string fields (path/id/name/description/author/version/date — see docs/mod-loader-absorb.md field map). The narrow takeover REUSES this (lets native SELECT run) so kcdx-built records get the engine's own manifest parse + real vtables for free; kcdx only re-orders + appends. Capstone-confirmed via string anchors. See docs/mod-loader-absorb.md.",""
3105,1.5.1164953,0x046AAF00,verified,ImodVtable_primary,verified,"The wh::I_Mod concrete-class PRIMARY vtable (record offset +0x00). NOTE: this is the ADDRESS OF THE VTABLE (a data RVA to write into a synthesized record's +0x00 slot), NOT a vtable index (cf. the 3000-band index convention). The mod-loader absorb builds I_Mod records from scratch and must set this at +0x00 so native MOUNT + downstream passes dispatch correctly. LIVE-VERIFIED against the binary across two boots: all 15 enabled records carry this identical vtable, and the VA-base resolves to this same RVA on both boots (ASLR-stable; two distinct load bases 0x7FF8FF470000 + 0x7FF8FF000000 both yield 0x46AAF00). The first 4 fn pointers read as real code. Single I_Mod concrete class confirmed (identical across all 15 records). See docs/mod-loader-absorb.md.",""
3106,1.5.1164953,0x046AAED8,verified,ImodVtable_subobject,verified,"The wh::I_Mod concrete-class SUB-OBJECT vtable (record offset +0x18, the second base of a multiple-inheritance layout). ADDRESS OF THE VTABLE (data RVA for the synthesized record's +0x18 slot), NOT a vtable index. Paired with ImodVtable_primary (id 3105); the absorb sets both when building a from-scratch I_Mod record. LIVE-VERIFIED against the binary, identical across all 15 records on two boots, ASLR-stable to RVA 0x46AAED8; fn pointers read as real code. See docs/mod-loader-absorb.md.",""
3107,1.5.1164953,0x03AA2E60,verified,C_ModManager_vtable,verified,"The wh::C_ModManager concrete-class primary vtable base address. ADDRESS OF THE VTABLE (a data RVA written into the synthesized C_ModManager at +0x00), NOT a vtable index (cf. the 3000-band index convention). Same kind as ImodVtable_primary (3105) / ImodVtable_subobject (3106): a vtable base address, not a slot integer. 8 function pointers, all classified as code in both boots of the live ctor_probe (boot 1 + boot 2 of _research/init-cycle-recon, ctor_probe.cpp), ASLR-stable across two distinct load bases. Discovered by reading the C_ModManager ctor disassembly: lea rax, [rip + 0x2d01f67] at site 0x180da0ef9 -> 0x180da0ef9 + 7 + 0x2d01f67 = 0x183AA2E60; image base 0x180000000 -> RVA 0x3AA2E60. The mod-loader absorb work (""narrow takeover"" / replacement ctor) needs this to set [modmgr+0x00] correctly when building a C_ModManager from scratch. Verified against the binary.",
3108,1.5.1164953,0x004F7820,verified,WHGame_allocator,verified,"WHGame allocator. Called by the C_ModManager ctor at site 0x180da0ed4 to allocate the 0x68-byte heap block that becomes the C_ModManager (see _research/init-cycle-recon/FINDINGS.md). Body verified by capstone disassembly of the live DLL (2026-05-28): reads rcx as the size arg (mov rbx, rcx); calls an indirect allocator via a static fn-ptr slot (mov rax, [rip + 0x4fa3c42]; call rax); returns the allocated heap pointer in rax (passed through unchanged); does accounting (lock add/inc on rip-relative counters near 0x4ce62*). The replacement ctor in the absorb work uses this allocator so WHGame's own destructor (if it ever runs against a kcdx-built record) frees through the matching pair.",ptr (i64 size)
3109,1.5.1164953,0x004FD468,verified,CryString_placement_construct,verified,"CryString placement-construct (refcount-aware copy ctor). Called by the C_ModManager ctor at site 0x180da0f09 with rcx = &[modmgr+0x10] (the in-place CryString destination) and rdx = a source CryStringT* on the stack. Body verified by capstone disassembly of the live DLL (2026-05-28): reads dest in rcx (mov rbx, rcx); reads the source's data ptr via [rdx]; steps back 0xC bytes to reach the source's CryString header (sub rcx, 0xc); validates via an internal helper (calls 0x1823ec8c8); on success, copies the source's data ptr to dest (mov [rbx], rax) AND atomically bumps the source header's refcount (lock inc [rax-0xc]) -- the canonical CryString copy-on-write copy-ctor. Returns rax = rbx (the dest). The replacement ctor uses this to construct the in-place 'mods' CryString at +0x10 from the stack-local CryString built by id 3110 (CryString_init_from_string).","ptr (ptr dest, ptr source)"
3110,1.5.1164953,0x004F692C,verified,CryString_init_from_string,verified,"CryString init-from-cstr (named tmp_name_init in earlier recon work; the C_ModManager ctor uses it to build a stack-local CryString from the modsDir cstr arg before the placement-construct at id 3109 finalizes the in-place CryString at modmgr+0x10). Called by the ctor at site 0x180da0eed with rcx = a stack-local CryString dest and rdx = the modsDir cstr. Body verified by capstone disassembly of the live DLL (2026-05-28): reads rcx (mov rsi, rcx -- dest) and rdx (mov rdi, rdx -- source cstr); runs an inline strlen on rdi (or rbx, -1; inc rbx; cmp byte ptr [rdi+rbx], 0; jne); allocates len+0xD bytes for the CryString header + buffer + null terminator; writes the header (refcount=1, length, alloc-size); copies the cstr into the buffer; sets *dest = newbuf+0xC (the CryStringT pointer points past its header). Returns rax = rsi (the dest). See _research/init-cycle-recon/FINDINGS.md follow-up #4.","ptr (ptr dest, cstr source)"
